sentences	label
Zy_ had er niet tegen dat hy te Menado en te Amboina de schipbreukelingen der amerikaansche _whalers_ by zich riep en verzorgde, en zich te _grand seigneur_ achtte om een herbergiersrekening voorteleggen aan 't amerikaansch Gouvernement.	stern
Zy_ begreep volkomen waarom de officieren van byna elk aangekomen oorlogschip grootendeels by Max logeerden, en dat zyn huis hun geliefd	stern
pied-Ã -terre_ was.  	stern
Was hy niet hÃ¡Ã¡r Max?	stern
Was het niet te klein, te nietig, was 't niet ongerymd, hem die zoo vorstelyk dacht, te willen binden aan de regels van spaarzaamheid en huishoudelykheid die voor anderen gelden?	stern
En bovendien, al mocht er dan soms voor 't oogenblik iets onevenredigs wezen tusschen inkomsten en uitgaven, was Max, hÃ¡Ã¡r Max, niet bestemd voor een schitterende loopbaan?	stern
Moest hy niet weldra in omstandigheden verkeeren, die hem zouden in-staat stellen zonder overschryding zyner inkomsten	stern
den vryen loop te laten aan zyn groothartige neigingen?	stern
Moest hÃ¡Ã¡r Max niet Gouverneur-generaal worden van dat lieve Indie, of ... een koning?	stern
Wast 't niet vreemd zelfs, dat hy niet reeds koning wÃ s?  	stern
Als er een fout by haar kon gevonden worden, dan was haar ingenomenheid met Havelaar schuld daaraan, en zoo ooit, dan zou 't hier gelden:	stern
dat men veel vergeven moet aan wie veel heeft lief gehad!  	stern
Doch men had haar niets te vergeven.	stern
Zonder nu te deelen in de overdreven begrippen die zy van haren Max koesterde, mag men toch aannemen dat hy een goede loopbaan voor zich had, en wanneer dit gegrond uitzicht zich had verwezenlykt, zouden inderdaad de onaangename gevolgen zyner vrygevigheid weldra uit den weg te ruimen geweest zyn.	stern
Maar nog een reden van geheel anderen aard verontschuldigde hare en zyne schynbare zorgeloosheid.  	stern
Ze had zeer jong haar beide ouders verloren, en was by hare familie opgevoed.	stern
Toen ze huwde, deelde men haar mede dat zy een klein vermogen bezat, 'tgeen dan ook werd uitbetaald, doch Havelaar ontdekte uit enkele brieven van vroeger tyd, en uit eenige losse aanteekeningen die zy in een van haar moeder afkomstige kassette bewaarde, dat haar familie zoo van vaders- als van moeders-zyde zeer ryk was geweest, zonder dat hem evenwel duidelyk worden kon, wÃ¡Ã¡r, waardoor of wanneer die rykdom was verloren gegaan.	stern
Zyzelf, die nooit belang gesteld had in zaken van geldelyken aard, wist weinig of niets te antwoorden, toen Havelaar by haar aandrong op eenige inlichtingen aangaande de vorige bezittingen van haar verwanten.	stern
Haar grootvader, de baron Van W., was met Willem den vyfden naar Engeland uitgeweken en ridmeester geweest by 't leger des hertogs van York.	stern
Hy scheen met de uitgeweken leden der stadhouderlyke familie een vroolyk leven geleid te hebben, wat dan ook door velen werd opgegeven als oorzaak van den ondergang zyner fortuin.	stern
Later, by Waterloo, sneuvelde hy in een charge onder de huzaren van Boreel.	stern
Aandoenlyk was het, de brieven te lezen van haar vader--toen een jongeling van achttien jaren, die als luitenant by dat korps in dezelfde charge een sabelhouw op 't hoofd bekwam, aan welks gevolgen	stern
hy acht jaren later krankzinnig sterven zou--brieven aan zyn moeder, waarin hy zich beklaagde hoe hy vruchteloos op het slagveld naar 't lyk zyns vaders had	stern
gezocht.[48]  Wat haar afkomst van moederszyde aangaat, herinnerde zy zich dat haar grootvader op zeer aanzienlyken voet geleefd had, en uit sommige papieren bleek dat deze in het bezit was geweest van de posteryen in Zwitserland, op de wyze zooals thans nog in een groot gedeelte van Duitschland en Italie, die tak van inkomst de _apanage_ uitmaakt der vorsten van _Turn en Taxis_.[49]	stern
Dit deed een groot vermogen veronderstellen, maar ook hiervan was door geheel onbekende oorzaken niets, of zeer weinig althans, overgegaan op het tweede geslacht.  	stern
Havelaar vernam 't weinige dat daarvan te vernemen was, eerst na zyn huwelyk, en by zyn nasporingen wekte het zyn verwondering dat de kassette waarvan ik zoo-even sprak--met den inhoud uit een gevoel van _pieteit_ bewaarde, zonder te gissen dat daarin misschien stukken waren, die belang hadden uit een geldelyk oogpunt--op onbegrypelyke wyze was verloren gegaan.	stern
Hoe onbaatzuchtig ook, hy bouwde op deze en vele andere omstandigheden de meening dat hierachter een _roman intime_ verscholen lag, en men mag 't hem niet euvel duiden dat hy, die voor zyn duren inborst veel behoefde, met vreugde dien roman een bly einde had zien nemen.	stern
Hoe 't nu wezen moog met het bestaan van dien roman, en of er al dan niet _	stern
_ had plaats gehad, zeker is 't dat er in Havelaars verbeelding iets geboren werd, wat men een _rÃªve aux millions_ zou kunnen noemen.[50]  	stern
Doch alweer was 't eigenaardig dat hy die zoo nauwkeurig en scherp het recht van een ander--hoe diep ook begraven onder stoffige akten en dikwebbige _chicanes_--zou hebben nagespoord en verdedigd, dat hy hier waar zyn eigen belang in 't spel was, met slordigheid het oogenblik verwaarloosde, waarin misschien de zaak had moeten worden aangevat.	stern
Hy scheen iets als schaamte te gevoelen omdat het hier zyn eigen voordeel gold, en ik geloof zeker wanneer "zyn Tine" gehuwd ware geweest met een ander, met iemand die zich tot hem had gewend met het verzoek de spinrag te verbreken waarin haar voorouderlyk fortuin was blyven hangen, dat hy geslaagd zou zyn "de interessante wees" in 't bezit te stellen van het vermogen dat haar behoorde.	stern
Maar nu was die interessante wees	stern
hÃ¡Ã¡r vermogen was het _zyne_, hy vond er dus iets koopmansachtigs in, iets derogeerends, in haar naam te vragen:	stern
"zyt ge my niet nog iets schuldig?"  	stern
En toch kon hy dien millioenendroom niet van zich schudden, al ware het dan ook slechts om een verontschuldiging by de hand te hebben, by het dikwyls voorkomend zelfverwyt dat hy te veel geld uitgaf.  	stern
Eerst kort voor het terugkeeren naar Java, toen hy reeds veel geleden had onder den druk van geldgebrek, toen hy zyn fier hoofd had moeten buigen onder de _furca caudina	stern
_ van menigen schuldeischer,	stern
had hy zyn traagheid of zyn schroom kunnen overwinnen om werk te maken van de millioenen die hy meende nog te-goed te hebben.	stern
En men antwoordde hem met eene oude rekening-courant	stern
... een argument, zooals men weet, waartegen niets valt intebrengen.  	stern
Maar ze zouden zoo spaarzaam wezen te _Lebak_!	stern
En waarom ook niet?	stern
Er dwalen in zoo'n onbeschaafd land, op den laten avend geen meisjes over straat, die een weinig eer te verkoopen hebben voor een weinig voedsel.[51]	stern
Er zwerven daar zoo geen menschen rond, die van problematische beroepen leven.	stern
Daar valt het niet voor, dat een gezin op-eens te-gronde gaat door wisseling van fortuin ... en van zoodanigen aard toch waren gewoonlyk de klippen waarop de goede voornemens van Havelaar strandden.	stern
Het getal Europeanen in die Afdeeling was zoo gering dat het niet in aanmerking komen kon, en de javaan te _Lebak_ te arm om--by welke lotwisseling ook--belangwekkend te worden door nog grooter armoede.	stern
--hiertoe toch had zy zich, juister dan zy uit liefde voor Max doen wilde, rekenschap moeten geven van de oorzaken hunner min gunstige omstandigheden--maar er lag in hun nieuwe omgeving iets dat kalmte ademde, en afwezen van alle aanleidingen --met meer of min valsch-romanesken tint dan--die vroeger Havelaar zoo dikwyls hadden doen zeggen:  	stern
--Niet waar, Tine, dÃ	stern
t is nu toch een geval waaraan ik me niet onttrekken kan?  	stern
En waarop zy altyd geantwoord had:  	stern
--Wel neen, Max, dÃ¡Ã¡raan	stern
kanje je niet onttrekken!  	stern
We zullen zien hoe't eenvoudige,	stern
Havelaar meer kostte dan alle vorige uitspattingen van zyn hart te-zamen genomen.	stern
Maar dit wisten zy niet!	stern
Zy zagen de toekomst met vertrouwen te-gemoet, en voelden zich zoo gelukkig in hun liefde en in 't bezit van hun kind ...  	stern
--Wat al rozen in den tuin, riep Tine, en ziedaar ook _rampeh_ en _tjempaka_, en zooveel _melati_, en zie eens al die schoone lelien ...  	stern
En, kinderen als ze waren, vermaakten zy zich met hun nieuw huis.	stern
En toen 's avends Duclari en Verbrugge, na een bezoek by Havelaar, terugkeerden naar hun gemeenschappelyke woning, spraken zy veel over de kinderlyke vroolykheid van de nieuw aangekomen familie.  	stern
Havelaar begaf zich naar zyn kantoor, en bleef daar den nacht door, tot den volgenden morgen.     	stern
Havelaar had den kontroleur verzocht, de hoofden die te _Rangkas-Betoeng_, aanwezig waren, uittenoodigen daar tot den volgenden dag te vertoeven om de _Sebah_[52] bytewonen, die hy beleggen wilde.	stern
Zulk een vergadering had gewoonlyk eens in de maand plaats, doch hetzyd-i aan sommige Hoofden die wat ver van de hoofdplaats woonden--want de Afdeeling _	stern
_ is zeer uitgestrekt--het onnoodig heen-en weerreizen wilde besparen, hetzyd-i wenschte, terstond en zonder den vastgestelden dag aftewachten, hen op plechtige wyze toetespreken, hy had den eersten _Sebah_-dag op den volgenden morgen bepaald.  	stern
Links voor zyn woning, doch op 'tzelfde "erf" en tegenover 't huis dat mevrouw Slotering bewoonde, stond een gebouw dat gedeeltelyk de bureaux der adsistent-residentie bevatte, waartoe tevens de landskas behoorde, en gedeeltelyk bestond in een vry ruime open galery, die een zeer goede gelegenheid tot zulk een vergadering aanbood.	stern
Daar waren dan ook den volgenden morgen de Hoofden vroegtydig vereenigd.	stern
Havelaar trad binnen, groette, en nam plaats.	stern
Hy ontving de geschreven maandelyksche berichten over landbouw, veestapel, politie, en justitie, en legde die tot nader onderzoek ter-zyde.  	stern
Ieder verwachtte hierop een toespraak als die welke de resident op den vorigen dag had gehouden, en het is niet geheel-en-al zeker dat Havelaar zelf van voornemen was iets anders te zeggen, doch men moest hem by zulke gelegenheden gehoord en gezien hebben om zich voortestellen hoe hy, by toespraken als deze, zich opwond en door zyn eigenaardige wyze van spreken aan de bekendste zaken een nieuwe kleur meedeelde, hoe zich dan zyn houding oprichtte, hoe zyn blik vuur schoot, hoe zyn stem van 't vleiend zachte in 't vlymend scherpe overging, hoe de beelden van zyn lippen vloeiden als strooide hy iets kostbaars om zich heen dat toch hÃ¨m niets kostte, en hoe, als hy ophield, ieder hem aanstaarde met open mond als om te vragen:	stern
"myn God, wie zyt ge?"  	stern
Het is waar dat hyzelf, die by zulke gelegenheid sprak als een apostel, als een ziener, later niet juist wist hoe hy gesproken had, en zyn welsprekendheid had dan ook meer de eigenschap van te verbazen en te treffen, dan door bondigheid van redeneering te overtuigen.	stern
Hy zou den krygslust der Atheners, zoodra tot den oorlog tegen Philippus besloten was, tot dolzinnigheid hebben kunnen aanvuren, maar minder goed waarschynlyk zou hy geslaagd zyn, als zyn taak geweest ware hen door redeneering tot dien oorlog te bewegen.	stern
Zyn aanspraak tot de _	stern
Lebaksche_ hoofden was natuurlyk in 't maleisch, en ontleende hieraan een eigenaardigheid temeer, daar de eenvoudigheid der oostersche talen aan veel uitdrukkingen een kracht verleent, die in Ã²nze idiomen door litterarische gekunsteldheid is verloren gegaan, terwyl aan den anderen kant het zoetvloeiende van 't maleisch moeielyk in eenige andere taal is weertegeven.	stern
Men bedenke bovendien, dat het meerendeel zyner hoorders uit eenvoudige, doch geenszins domme menschen bestond, en tevens dat het Oosterlingen waren, wier indrukken zeer verschillen van de onze.  	stern
Havelaar moet nagenoeg aldus gesproken hebben:  	stern
de _Radhen Adhipatti_, Regent van _	stern
Bantan-Kidoel_, en gy, _	stern
_ die Hoofden zyt der distrikten in deze Afdeeling, en gy, _Radhen	stern
_ die de justitie tot uw ambt hebt, en ook gy	stern
_ die gezag voert op de hoofdplaats, en gy _	stern
Radhens_, _	stern
Mantries_, en allen die Hoofden zyt in de afdeeling _Bantan-Kidoel_, ik groet u![53	stern
En ik zeg u dat ik vreugde voel in myn hart, nu ik hier u allen vergaderd	stern
zie, luisterende naar de woorden van myn mond.  	stern
Ik weet dat er onder u lieden zyn, die uitsteken in kennis en in braafheid van hart:	stern
ik hoop myn kennis door de uwe te vermeerderen, want zy is niet zoo groot als ik wenschte.	stern
En ik heb wel de braafheid lief, maar dikwyls bespeur ik dat er in myn gemoed fouten zyn, die de braafheid overschaduwen en daaraan den groei benemen ...	stern
allen weet hoe de groote boom den kleinen verdringt en doodt.	stern
Daarom zal ik letten op degenen onder u, die uitstekend zyn in deugd, om te trachten beter te worden	stern
dan ik ben.  	stern
Ik groet u allen zeer.  	stern
Toen de Gouverneur-generaal my gelastte tot u te gaan om adsistent-resident te zyn in deze afdeeling, was myn hart verheugd.	stern
Het kan u bekend zyn dat ik nooit _Bantan-Kidoel_ had betreden.	stern
Ik liet my dus geschriften geven, die over uwe afdeeling handelen, en heb gezien dat er veel goeds is in _Bantan-Kidoel_.	stern
Uw volk bezit rystvelden in de dalen, en er zyn rystvelden op de bergen.	stern
En ge wenscht in vrede te leven, en ge begeert niet te wonen in de landstreken die bewoond worden door anderen.	stern
Ja, ik weet dat er veel goeds is in _Bantan-Kidoel_!  	stern
Maar niet hierom alleen was myn hart verheugd.	stern
Want ook in andere streken zou ik veel goeds gevonden hebben.  	stern
Doch ik ontwaarde dat uwe bevolking arm is, en hierover was ik blyde in het binnenste myner ziel.  	stern
Want ik weet dat Allah den arme liefheeft, en dat Hy rykdom geeft aan wien hy beproeven wil.	stern
Maar tot de armen zendt Hy wie zyn woord spreekt, opdat zy zich oprichten in hun ellende.  	stern
Geeft Hy niet regen waar de halm verdort, en een dauwdrup in den bloemkelk die dorst heeft?  	stern
En is het niet schoon, te worden uitgezonden om de vermoeiden te zoeken, die achterbleven na den arbeid en neerzonken langs den weg, daar hun knieÃ«n niet sterk meer waren om optegaan naar de plaats van het loon?	stern
Zou ik niet verheugd wezen de hand te mogen reiken aan wie in de groeve viel, en een staf te geven aan wien de bergen beklimt?	stern
Zou niet myn hart opspringen als het ziet gekozen te zyn onder velen, om van klagen een gebed te maken en dankzegging van geween?  	stern
Ja, ik ben zeer blyde geroepen te zyn in _Bantan-Kidoel_!  	stern
Ik heb gezegd tot de vrouw die myne zorgen deelt en myn geluk grooter maakt:	stern
"verheug u, want ik zie dat Allah zegen geeft op het hoofd van ons kind!	stern
Hy heeft my gezonden naar een oord waar niet alle arbeid is afgeloopen, en Hy keurde my waardig daar te zyn	stern
vÃ³Ã³r den tyd van den oogst.	stern
Want niet in het snyden der _padie_ is de vreugde:	stern
de vreugde is in het snyden der _padie_ die men geplant heeft.	stern
En de ziel des menschen groeit niet van het loon, maar van den arbeid die het loon verdient.	stern
En ik zeide tot haar:	stern
Allah heeft ons een kind gegeven, dat eenmaal zeggen zal:	stern
"weet ge dat ik zyn zoon ben?"	stern
En dan zullen er wezen in het land, die hem groeten met liefde, en die de hand zullen leggen op zyn hoofd, en zeggen zullen:	stern
"zet u neder aan ons maal, en bewoon ons huis, en neem uw deel aan wat wy hebben, want ik heb uwen vader gekend."  	stern
Lebak_, er is veel te arbeiden in uwe landstreek!  	stern
Zegt my, is niet de landman arm?	stern
Rypt niet uw _padie_ dikwerf ter voeding van wie niet geplant hebben?	stern
